description,Accountant,Advocate,Agricultural,Apparel,Architects,Arts,Automobile,Aviation,BPO,Banking,Building & Construction,Business Development,Consultant,Designing,Digital Media,Education,Engineering,Finance,Food & Beverages,HR,Health & Fitness,Information Technology,Managment,Public Relations,Sales
"An Architecture student who has surpassed 200 level studio so far, with ample concepts of building making andanalyzing. Very competent using Autocad, Rhino, Adobe Creative Suite, and Sketch up. Equally familiar using the",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I'm interior designer working with a startup in Pune , also joined in Homelane as Design Partner. I'm passionate of doingarts and crafts",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"As an Architect, I believe that design can make a difference and creative solutions can be achieved for which I aspire tobe a part that change. We may not be able to change the world with Architecture, but we cannot change the world",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Architecture studentseeking for internship position in the,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Achieved a successful planning of more than 10 million Sq.Ft. Residencial area as Mywan Structure under Green BuildingInitiatives.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Communication and Networking being her core strengths , Sonali is a vivacious PR Professional from Mumbai. Shestarted her enterprenerial journey in April 2014 with Public Relations being her forte and has ever since been churning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Social media & public relations consultant in Delhi/NCR region. Specailizes in social media & PR work for professionalsand small to medium businesses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Adaptable, analytical and open-minded. Experienced Public Relations Executive with a demonstrated history of workingin the public relations and communications industry. Skilled in Dossier Preparation, Microsoft Word, Excel, PPT, Social",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A seasoned Marketing and Public Relations professional with 16+ years of experience in crafting Marketing and PRstrategies for leading corporates across India and South Asia. Extremely well networked with the media and have been,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"I am a Public Relations  and Content Writing professional. I am an ardent learner who believes in delivering nothing butthe best. I have handled top  corporate, hospitality, fashion and sports brands. So far, I have had a good track record ingiving best possible media coverage to the client. Currently I am working with Intrasoft Technologies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Archer Public Relations, one of the reputed PR agencies in Central India with 15 years of enriching experience. Archer PRspecializes in Public Relations and Media Monitoring services. We offer complete PR solutions to our clients across India.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Teamwork Public Relations is a leading Public Relations advisory in India with extensive experience in various sectors,ranging from Healthcare to Education, Corporate and Entertainment. We function as a one-stop shop for all type of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Communications Professional with more than 20  years of extensive experience in Media Relations, External & InternalCommunications, Crisis Management, Stakeholder Relations, Public Affairs, Public Advocacy, Brand Management,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Experienced in Marketing and Public Relations with a demonstrated history of working in the field of Media andCommunications domain. Have an extensive network with Leading news media agencies and platforms in India andInternationally.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Communications Professional with more than 20  years of extensive experience in Media Relations, External & InternalCommunications, Crisis Management, Stakeholder Relations, Public Affairs, Public Advocacy, Brand Management,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"+ On-call, short-term marketing communications and public relations is the service I provide for many businesses. Fromwriting monthly newsletter articles, blog posts or social media material, through to planning full communication",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PR & Social Media Consultant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"A competent marketing communication professional with 6 years of exposure across Corporate Communication,Marketing, Brand Management, Public Relations and Media Planning, currently managing Corporate Communication &Public Relations at Pinnacle Industries Limited and their group companies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Global leadership of Spotify’s internal and external communications, including corporate and financial communications,consumer communications, public affairs, crisis communications and executive communications. Joined the company to",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"I started my career as a PR Professional and served various industries like, Education, Hospitality, Art and Culture, NGO,Ecommerce, Spiritual and many more.. Now I works as an Independent PR Professional willing to take more projects andretainer clients.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Resourceful, results-oriented Public Relations Executive with over 15 years agency and in-house experience with fashion,sports, entertainment, and luxury brands. Proven strengths include written communications (published author), media",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"My career – ever since I joined IT training giant NIIT when it was still a fledgling company - has always centred aroundstartups. I have been lucky enough to have managed the strategic communications, image and reputation building of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ronn Torossian is the founder and CEO of 5W Public Relations, one of the 15 largest independently-owned PR firms inthe United States. With over 20 years of experience crafting and executing powerful narratives, Torossian is one of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"As a self-described chatterbox, I sometimes think I was born with a phone in my hand. It was only a natural that I endedup in the marketing communications industry and I never looked back.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"I am an effective communicator with excellent relationship building and interpersonal skills and have 15+ years ofprofessional exposure in brand strategy, public relations, corporate communication and corporate affairs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A corporate communications specialist with more than 14 years of diverse experience with agency & corporate forimplementing communication strategies with mastery in digital communications for rural audiences. Proven history of,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"A communicator with two decades of experience straddling business journalism and corporate communications, via asmall detour into film-writing, I am fascinated by where the industry is today: the challenges posed by converging",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
High-energy communications professional with over 17 years of global PR and marketing experience spanning smallstartups to Fortune 100 companies. Keen ability to understand corporate objectives and develop relevant global,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Specialties:Public Relations & Corporate Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Engaged in promoting , creating an intended public image for Zee Yuva and Zee Talkies . writing material for release tovarious communications media. Spokerperson for Media from Zee Yuva and Zee Talkies . Handling Ground Level",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Specialties: Travel Public Relations | Luxury Lifestyle Marketing | Social Media Marketing | Hotel Marketing | HospitalityPublic Relations | Hotel PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"I am currently working as Press & Public Relations Director at the Metropole Monte-Carlo which I joined in May 2014.I have an international background having lived in Madagascar, Kenya, Italy, Iran and Singapore and worked in Paris and",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
An open-minded and results - driven professional with strong network in business and media and 10+ years of workingexperience in responsible positions in international and private institutions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Experienced Media Relations with a demonstrated history of working in the public relations and communicationsindustry. Skilled in News Writing, Editing, Feature Writing, Media Relations, and Journalism. Strong media andcommunication professional with a Bachelor of Arts (B.A.) focused in Boardcast Journalism from Howard University.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"I fell in love with PR when I interned for an entertainment agency in Los Angeles. From there, I grew into corporate andagency positions, always developing my passion for creating cultures of communication.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Introducing the world’s biggest sports brand to new customers in a growing region (in a different language). Counselingthe founder of the world’s largest software company as he transitioned to his next act as one of the globe’s most,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
An Integrated Marketing & Communications professional. I have worked on diverse subjects and sectors and have beeninvolved across various communication business functions and successfully led different campaigns through tools across,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"As President of TC Public Relations, I have worked in public relations, marketing, and business development for morethan 25 years. Using my media relations and social media expertise, I help clients boost their reputations through public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Public relations and brand communications leader with extensive experience and understanding of the importance ofearned media in an increasingly connected world.  Leading corporate and brand communication / public relations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CORE STRENGTHS / SKILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Experienced Marketing And Public Relations Specialist with a demonstrated history of working in the informationtechnology and services industry. Skilled in Microsoft Excel, Microsoft Word, Business Development, Social Media, and",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Resourceful leader adept at developing, implementing and managing creative integrated marketing communicationsprograms for minority markets. Self-starting entrepreneur with extensive experience in community outreach, public",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Specialties: leading large global teams, storytelling, public affairs and influencer programs focused on reputationmanagement, crisis communications, IPOs, and technology services/product launches",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"I work with consumer and business to business brands to create effective strategies that transform how companies areperceived by the media, business partners, employees and consumers. As a leader and advocate for employees and",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Corporate Communications professional, specializing in high performance internal and external communication;Extensive experience in Brand PR, both as client and agency account manager;",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NOTE: If we haven't met in real life or done business/work online, I will probably not accept your connection request.Results-oriented public relations professional with twenty years of experience in corporate, government and political",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dear friends, I am Dinesh Gada, 58 years old budding artist!!!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16+ years of practical experience in design , project management of various residential and commercial projects.skillsinclude concept development,feasibility studies,space planning and specification.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am a passionate advocate of education, audience engagement and participation in the arts & cultural sector in both SEAsia and Europe. I have designed, facilitated and delivered arts based programmes, events and content since 2012.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Explore Authenticity of Everything.Be inspired,stay creative.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Specialties: Arts Administration,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
after leaving Art School joined F.W Woolworth  as training  manager and immediately  joined the team of design andrefurbishment  of the stores continued painting throughout my time two one man shows in early 1960s at Upper Street,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miriam Cabello founded MLC Gallery in 2004. The inaugural exhibition highlighted the conflict of the Iraqi war,displacement, and refugees. Three Iraqi Artists from Western Sydney were selected and cross-cultural educational",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LEARNING, GROWTH, STABILITY",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"As art director, Stephanie integrates an analytical approach to design and programming with an artistic flair for colorand patterns. The result is truly innovative work tailored exclusively for her clients.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
galatirac@gmail.com for Galati's Restaurants and Arts Carousel Center Inc.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My first job  in titan watche company as a sales executive where I handle the customer and give him a proper optionaccording to him and continue my graduation with that job after a 2.5 year of my service I will quit that job with a good,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Proprietor with a demonstrated history of working in the events services industry. Skilled in Advertising,Murals, Event Management, Art Direction, and Market Research. Strong entrepreneurship professional.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Completed graduation and post-graduation in commerce from Marian College Kuttikkanam. Immediately after thecompletion of post-graduation joined Axis Bank Ltd as an Officer (Operations) at their Trivandrum Branch but teaching,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i Wan@ to be Computer Sceince Enginering,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am a Consulting Psychologist, Arts Based Therapy Practitioner and a Drum Circle Facilitator. I work with children andgrown-ups alike through various art forms like drawing, painting, music, dance, drama, stories, drum circles, subtle",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My interest have always been mechanical in nature since a young age.I love building or repairing things. Any machinery grabs my attention. I also love designing new things. To build a part ora machine that is new gives quite a feeling of accomplishment. to repair a system that others could not also feels great.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The National Centre for Culture and Arts (NCCA) of King Hussein Foundation is a nonprofit, nongovernmentalorganization that was established in 1987 by Her Majesty Queen Noor Al Hussein with the mission to promote social",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Key Strengths and Core Competencies:,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am a visual artist that loves to spread happiness through the sharing of art. Writer and illustrator for children’s books.have taught young and adults, elementary and middle school teachers.I encourage others to embrace opportunities to",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qualified pilates tutor.Commissions for pet portraits.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline professional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am an engineer and MBA from IIT Roorkee and Jamna Lal Bjaj Institute Mumbai. I have worked with Siemens India andSiemens Germany and with Times of Group as General Manager.I have also worked with DSJ Group as COO and,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twenty seven years of Total Aviation experience.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nandurnair1991@gmail.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Operations Safety & Training Manager with a demonstrated history of working in the airlines/aviationindustry. Skilled in Operations Management, General Aviation, Charter flight operations, Airports, Commercial Aviation,and Ground Handling.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
""" It's my game ,I play to win and I will""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"We are pleased to introduce our company Swarex Shipping & Aviation Pvt Ltd, having head office in Mumbai withbranch office in the major Air & Sea ports in India , providing all services related to Custom Clearance , Freight",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experienced logistics Executive Domestic with a demonstrated history of working in the logistics and supply chainindustry. Airlines all Cargo Receiving and moving .Strong business development professional skilled in all Cargo Logistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
""" It's my game ,I play to win and I will""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An adept service industry professional with 12 years of experience in aviation and  hospitalityA proficient trainer with specialised skills on Grooming ,make over ,Fashion trends ,soft skills ,social and behavioural",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"We make our students as professionals hoteliers  by focusing more training on grooming and personal hygiene,communication skills (Body Language), intangible service, team work and hospitality etiquette's. We believe in value",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Chief Executive Officer with a demonstrated history of working in the airlines/aviation industry. Skilled inNegotiation, Business Planning, Operations Management, Airports, and Management. Strong entrepreneurship",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aviation enthusiast with managerial ability,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aviation Management,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Design Engineer with a demonstrated history of working in the automotive industry. Skilled in SolidWorks,Siemens NX, Finite Element Analysis (FEA), Manufacturing, and CATIA. Strong engineering professional with a Master ofEngineering (MEng) focused in Computer Aided Design from Sri Venkateswara College of Engineering.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
